id,effect_on_max,consumption,ratio
1069,408.75,391692.5,0.0010435481915022627
928,295.0,284355.5,0.001037433775678684
16,344.0,332329.5,0.0010351172556152853
885,566.0,547290.0,0.0010341866286612217
943,494.0,478137.5,0.0010331756032522026
617,204.25,198905.0,0.0010268721248837384
944,5.037499999976717,4938.200000000006,0.0010201085415691366
495,211.95000000001164,207840.75000000006,0.0010197711468997854
455,1047.5999999999767,1030780.1999999995,0.0010163175427700078
564,761.75,752357.5,0.001012484091671845
707,208.79999999998836,207603.6000000001,0.0010057629058455068
921,245.5,244584.25,0.0010037441086251466
Airport city TLV Central Station,1428.7997711999924,1424402.9720890005,0.0010030867663134285
922,382.25,381884.25,0.0010009577509415483
923,294.25,295957.5,0.0009942305905408717
819,15.537499999976717,15679.750000000013,0.0009909277890257629
916,1263.0,1279875.0,0.000986815118663932
859,131.20000000001164,133050.07999999996,0.0009860948599205027
952,39.25,39898.25,0.000983752420218932
12,90.0,91542.75,0.0009831472181030174
1072,336.75,342985.25,0.0009818206468062403
662,1240.0,1266670.0,0.0009789447922505467
805,1285.2000000000116,1315065.599999999,0.0009772896500372396
13,96.75,99237.5,0.0009749338707645799
909,170.375,175368.1875,0.0009715274043075801
703,780.5,808008.0,0.0009659557826160137
748,473.25,490014.375,0.0009657879934644774
903,1029.8400000000256,1066687.0399999993,0.0009654565597797328
570,148.0,153540.75,0.0009639134887643834
620,538.0,559227.0,0.0009620422476024941
705,445.0,463327.5,0.0009604437465939319
1020,2507.0,2612069.0,0.0009597755648874513
978,733.0,764992.5,0.0009581793285555087
1035,548.5,576493.0,0.0009514426020784294
750,1180.0,1241164.0,0.0009507204527363024
1040,681.5999999999767,720960.2999999997,0.0009454057317718839
1071,1020.0,1081861.0,0.0009428198262068788
776,11.575000000011642,12371.956250000003,0.0009355836511312945
815,291.28000000002794,312886.5599999998,0.0009309444291887389
568,2.25,2428.0625,0.0009266647790161909
727,1135.0,1225181.5,0.0009263933547804957
32,2008.640000000014,2173054.080000001,0.0009243396280317207
1022,1241.0,1347740.5,0.0009208004063096716
241,3.35999999998603,3650.320000000018,0.0009204672467033064
871,1464.0,1605496.7999999993,0.0009118672799596988
1032,114.9375,126917.5625,0.000905607527720996
899,428.75,474516.25,0.0009035517750972702
622,519.0,575160.0,0.0009023576048403922
663,2905.0,3221727.0,0.0009016903046099188
493,423.0,469392.00000000076,0.0009011657633704863
709,49.5,55378.0,0.0008938567662248547
723,383.0,429210.0,0.0008923370844108944
31,386.28000000002794,432906.8400000002,0.00089229359369796
713,547.2000000000116,613301.0999999992,0.0008922208031259236
492,591.5999999999767,664912.8000000006,0.0008897407299122173
Energy Systems Jerusalem 1,2347.2000000000116,2656019.9999999986,0.0008837282851785803
817,376.5,428083.0,0.0008795023394995831
1134,1151.5,1309661.25,0.0008792349930182328
1062,15.320000000006985,17532.96000000011,0.0008737828638180256
Clalit Meir MC,4100.0,4693008.0,0.0008736401045981596
25,2403.5999999999767,2754683.9999999986,0.0008725501727239777
881,574.0,659337.0,0.0008705714983384825
468,100.5,115552.53750000003,0.0008697342539968018
331,532.5,612749.25,0.000869034111424861
553,358.25,413975.75,0.0008653888542988328
1048,9.962500000023283,11531.075000000028,0.0008639697513044759
924,222.59999999997672,257917.59999999954,0.0008630663436693623
467,259.5374999999767,300928.05000000005,0.0008624569893035119
515,559.875,651697.125,0.0008591030687760055
892,1194.8800000000047,1396411.9999999986,0.0008556786965451499
616,339.5,397447.0,0.0008542019439069864
897,901.5,1058327.0,0.0008518161211043467
330,1742.0,2049394.0,0.0008500073680317206
955,1031.5,1213802.0,0.0008498091121945754
506,2209.0,2609101.0,0.0008466517777579327
1025,151.5625,179160.4375,0.0008459596444108929
883,175.5,207547.5,0.0008455895638347848
521,187.5,221872.75,0.000845078992350345
946,1919.0,2271138.0,0.0008449508572354476
613,364.1599999999744,432200.54,0.0008425718301970988
57,1053.5,1257247.0,0.0008379419477636455
717,333.0,397667.0,0.0008373840424274582
954,2415.0,2895103.0,0.0008341672127036585
449,1872.0,2255377.0,0.0008300164451442043
567,71.0,85592.875,0.0008295082972735756
1018,2281.679999999993,2755212.240000001,0.0008281322095171848
50,3788.0,4607896.0,0.0008220671647103146
452,3842.4000000000233,4688533.1999999955,0.0008195313621752805
total,509341.5602712,626542137.8551404,0.0008129406300027058
614,1482.0,1835122.0,0.0008075757361090979
450,1676.0,2076945.0,0.0008069544451104868
672,234.0,290632.79999999964,0.0008051396814124224
520,472.0,590598.75,0.0007991889586627131
574,64.5,80731.5,0.0007989446498578622
511,86.11999999999534,107823.84000000005,0.0007987101924768706
58,172.0,215513.0,0.0007980957065235044
945,795.0,1002047.9999999998,0.0007933751676566394
615,352.25,444805.5,0.0007919191646686023
879,218.75,277236.5,0.0007890375185085658
510,1209.0,1533019.5,0.0007886396748377956
837,195.25,247961.5,0.0007874206277990736
514,3060.0,3889288.0,0.0007867763971194728
512,1689.0,2147794.5,0.0007863880832174587
453,1436.4000000000233,1846921.199999998,0.000777726737881413
912,134.125,173815.9375,0.0007716496077927261
540,85.25,110590.0,0.0007708653585315128
115,4679.0,6083460.0,0.0007691346700726231
950,131.25,170829.75,0.0007683087986723624
1073,42.13919999997597,54970.0823999999,0.0007665842611139337
566,38.79999999998836,50842.49999999993,0.0007631410729210486
508,968.0,1270925.0,0.0007616499793457522
725,680.5,896465.0,0.0007590926583859939
673,2586.0,3420442.0,0.0007560426401032382
756,156.5,207358.75,0.0007547306298866096
47,479.0999999999767,636017.6999999995,0.0007532809228422057
106,2576.0,3450870.0,0.0007464784242814131
CAOL,51240.0,68716032.0,0.0007456775152558285
517,794.4000000000233,1066321.8000000003,0.0007449908648590164
410,3052.0,4097909.0,0.0007447700766415262
34,745.0,1002258.0,0.0007433215798726475
Clalit Kaplan MC,2635.0,3549979.0,0.0007422579119482116
1027,12.037499999976717,16231.05000000001,0.00074163409021454
15,194.5,262857.25,0.0007399453505657538
53,12544.0,17104416.0,0.0007333778598462526
Azrieli Sarona AC,445.39199999999255,608017.1999999997,0.0007325319086367832
311,17696.0,24164672.0,0.0007323087191086227
870,355.20000000001164,488041.1999999996,0.0007278074064239083
107,2076.75,2855679.75,0.0007272349079059023
838,1277.5,1759782.5,0.0007259419843077199
877,696.1599999999744,970097.5199999987,0.0007176185750892088
890,80.0,111715.25,0.000716106350744415
633,41.5,57965.75,0.0007159400163027305
52,6272.0,8790208.0,0.0007135212272565109
117,3166.0,4485351.0,0.0007058533434730081
674,1650.5599999999977,2370414.079999997,0.0006963171599115712
847,265.79999999998836,385880.1000000001,0.0006888149971972856
513,253.0,372171.25,0.0006797945838105442
HCN Main,47.0,69454.0,0.0006767068851326058
845,286.5,425040.5,0.0006740534137335148
721,1072.5,1597378.0,0.0006714127776894386
592,1173.4400000000023,1756671.1200000006,0.0006679907164409932
412,3073.9199999999837,4649150.560000002,0.0006611788455394704
762,435.25,660167.25,0.0006593026236911934
519,337.0,512697.25,0.0006573079921922733
312,15008.0,22846880.0,0.000656894945830678
836,247.5,377802.0,0.0006551050550288246
523,50.0,76611.25,0.0006526456623537665
504,477.0,730922.0,0.0006526004142712903
939,2.7199999999720603,4182.400000000033,0.0006503442999168034
844,213.90000000002328,329941.1999999993,0.0006482973329794028
632,24.0625,37691.75,0.0006384023028912163
457,97.8125,153270.375,0.0006381696397624134
546,162.25,258372.5,0.000627969307879128
983,153.75,245658.25,0.0006258694751753707
1146,301.5999999999767,482649.00000000035,0.0006248847506158233
456,438.0,715209.6000000007,0.0006124078871424539
848,637.0,1044510.5,0.0006098550469334679
AP Main,7120.0,11739360.0,0.0006065066579438743
846,394.0,651892.5,0.0006043941294001695
982,144.90000000002328,239828.40000000008,0.0006041819901230347
849,352.5,584652.5,0.0006029222486861853
1028,21.07500000001164,35001.59999999997,0.0006021153318708762
843,465.5,812216.5,0.0005731230527821092
469,39.8125,71130.5625,0.0005597101808382297
984,120.25,220098.25,0.0005463469155252257
980,227.40000000002328,418036.8000000006,0.0005439712484643049
332,358.25,681849.5,0.0005254091995374345
100,2784.0,5307670.5,0.0005245238942394785
951,41.92499999998836,81930.03749999993,0.0005117170854460843
987,40.95000000001164,82800.90000000014,0.0004945598417409904
986,121.6875,256513.5,0.0004743902367711641
988,67.375,160097.6875,0.00042083680940113515
985,100.625,246290.46875,0.000408562298454759
981,42.5,123050.5,0.00034538665019646404
1063,13.400000000023283,39462.65000000006,0.0003395615854491085
675,3.4249999999883585,12077.15000000002,0.00028359339744793704
974,220.0,996521.0,0.0002207680520530927
1132,26.0,117860.25,0.00022060024478142546
